researcher_id,researcher_name,paper_count,paper_ids,categories,research_text
Jun Zhao,Jun Zhao,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Han Yu,Han Yu,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Jinyan Liu,Jinyan Liu,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Xinyu Yang,Xinyu Yang,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Xuebin Ren,Xuebin Ren,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Shuyu Shi,Shuyu Shi,1,http://arxiv.org/abs/1906.01562v2,cs.AI;cs.CR,"privacy-preserving crowd-guided ai decision-making in ethical dilemmas. with the rapid development of artificial intelligence (ai), ethical issues surrounding ai have attracted increasing attention. in particular, autonomous vehicles may face moral dilemmas in accident scenarios, such as staying the course resulting in hurting pedestrians or swerving leading to hurting passengers. to investigate such ethical dilemmas, recent studies have adopted preference aggregation, in which each voter expresses her/his preferences over decisions for the possible ethical dilemma scenarios, and a centralized system aggregates these preferences to obtain the winning decision. although a useful methodology for building ethical ai systems, such an approach can potentially violate the privacy of voters since moral preferences are sensitive information and their disclosure can be exploited by malicious parties. in this paper, we report a first-of-its-kind privacy-preserving crowd-guided ai decision-making approach in ethical dilemmas. we adopt the notion of differential privacy to quantify privacy and consider four granularities of privacy protection by taking voter-/record-level privacy protection and centralized/distributed perturbation into account, resulting in four approaches vlcp, rlcp, vldp, and rldp. moreover, we propose different algorithms to achieve these privacy protection granularities, while retaining the accuracy of the learned moral preference model. specifically, vlcp and rlcp are implemented with the data aggregator setting a universal privacy parameter and perturbing the averaged moral preference to protect the privacy of voters' data. vldp and rldp are implemented in such a way that each voter perturbs her/his local moral preference with a personalized privacy parameter. extensive experiments on both synthetic and real data demonstrate that the proposed approach can achieve high accuracy of preference aggregation while protecting individual voter's privacy."
Ibrahim Alabdulmohsin,Ibrahim Alabdulmohsin,1,http://arxiv.org/abs/2005.14621v1,cs.AI;cs.LG;stat.AP;stat.ML,"fair classification via unconstrained optimization. achieving the bayes optimal binary classification rule subject to group fairness constraints is known to be reducible, in some cases, to learning a group-wise thresholding rule over the bayes regressor. in this paper, we extend this result by proving that, in a broader setting, the bayes optimal fair learning rule remains a group-wise thresholding rule over the bayes regressor but with a (possible) randomization at the thresholds. this provides a stronger justification to the post-processing approach in fair classification, in which (1) a predictor is learned first, after which (2) its output is adjusted to remove bias. we show how the post-processing rule in this two-stage approach can be learned quite efficiently by solving an unconstrained optimization problem. the proposed algorithm can be applied to any black-box machine learning model, such as deep neural networks, random forests and support vector machines. in addition, it can accommodate many fairness criteria that have been previously proposed in the literature, such as equalized odds and statistical parity. we prove that the algorithm is bayes consistent and motivate it, furthermore, via an impossibility result that quantifies the tradeoff between accuracy and fairness across multiple demographic groups. finally, we conclude by validating the algorithm on the adult benchmark dataset."
Mohammad Sina Kiarostami,Mohammad Sina Kiarostami,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Saleh Khalaj Monfared,Saleh Khalaj Monfared,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Mohammadreza Daneshvaramoli,Mohammadreza Daneshvaramoli,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Ali Oliayi,Ali Oliayi,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Negar Yousefian,Negar Yousefian,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Dara Rahmati,Dara Rahmati,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Saeid Gorgin,Saeid Gorgin,1,http://arxiv.org/abs/2005.14156v1,cs.AI;cs.RO,"unlucky explorer: a complete non-overlapping map exploration. nowadays, the field of artificial intelligence in computer games (ai in games) is going to be more alluring since computer games challenge many aspects of ai with a wide range of problems, particularly general problems. one of these kinds of problems is exploration, which states that an unknown environment must be explored by one or several agents. in this work, we have first introduced the maze dash puzzle as an exploration problem where the agent must find a hamiltonian path visiting all the cells. then, we have investigated to find suitable methods by a focus on monte-carlo tree search (mcts) and sat to solve this puzzle quickly and accurately. an optimization has been applied to the proposed mcts algorithm to obtain a promising result. also, since the prefabricated test cases of this puzzle are not large enough to assay the proposed method, we have proposed and employed a technique to generate solvable test cases to evaluate the approaches. eventually, the mcts-based method has been assessed by the auto-generated test cases and compared with our implemented sat approach that is considered a good rival. our comparison indicates that the mcts-based approach is an up-and-coming method that could cope with the test cases with small and medium sizes with faster run-time compared to sat. however, for certain discussed reasons, including the features of the problem, tree search organization, and also the approach of mcts in the simulation step, mcts takes more time to execute in large size scenarios. consequently, we have found the bottleneck for the mcts-based method in significant test cases that could be improved in two real-world problems."
Marc Chalé,Marc Chalé,1,http://arxiv.org/abs/2005.14230v1,cs.AI;cs.CR;cs.LG;stat.AP,"algorithm selection framework for cyber attack detection. the number of cyber threats against both wired and wireless computer systems and other components of the internet of things continues to increase annually. in this work, an algorithm selection framework is employed on the nsl-kdd data set and a novel paradigm of machine learning taxonomy is presented. the framework uses a combination of user input and meta-features to select the best algorithm to detect cyber attacks on a network. performance is compared between a rule-of-thumb strategy and a meta-learning strategy. the framework removes the conjecture of the common trial-and-error algorithm selection method. the framework recommends five algorithms from the taxonomy. both strategies recommend a high-performing algorithm, though not the best performing. the work demonstrates the close connectedness between algorithm selection and the taxonomy for which it is premised."
Nathaniel D. Bastian,Nathaniel D. Bastian,1,http://arxiv.org/abs/2005.14230v1,cs.AI;cs.CR;cs.LG;stat.AP,"algorithm selection framework for cyber attack detection. the number of cyber threats against both wired and wireless computer systems and other components of the internet of things continues to increase annually. in this work, an algorithm selection framework is employed on the nsl-kdd data set and a novel paradigm of machine learning taxonomy is presented. the framework uses a combination of user input and meta-features to select the best algorithm to detect cyber attacks on a network. performance is compared between a rule-of-thumb strategy and a meta-learning strategy. the framework removes the conjecture of the common trial-and-error algorithm selection method. the framework recommends five algorithms from the taxonomy. both strategies recommend a high-performing algorithm, though not the best performing. the work demonstrates the close connectedness between algorithm selection and the taxonomy for which it is premised."
Jeffery Weir,Jeffery Weir,1,http://arxiv.org/abs/2005.14230v1,cs.AI;cs.CR;cs.LG;stat.AP,"algorithm selection framework for cyber attack detection. the number of cyber threats against both wired and wireless computer systems and other components of the internet of things continues to increase annually. in this work, an algorithm selection framework is employed on the nsl-kdd data set and a novel paradigm of machine learning taxonomy is presented. the framework uses a combination of user input and meta-features to select the best algorithm to detect cyber attacks on a network. performance is compared between a rule-of-thumb strategy and a meta-learning strategy. the framework removes the conjecture of the common trial-and-error algorithm selection method. the framework recommends five algorithms from the taxonomy. both strategies recommend a high-performing algorithm, though not the best performing. the work demonstrates the close connectedness between algorithm selection and the taxonomy for which it is premised."
Chengrun Yang,Chengrun Yang,1,http://arxiv.org/abs/2006.04216v1,cs.AI;cs.LG;stat.ML,"efficient automl pipeline search with matrix and tensor factorization. data scientists seeking a good supervised learning model on a new dataset have many choices to make: they must preprocess the data, select features, possibly reduce the dimension, select an estimation algorithm, and choose hyperparameters for each of these pipeline components. with new pipeline components comes a combinatorial explosion in the number of choices! in this work, we design a new automl system to address this challenge: an automated system to design a supervised learning pipeline. our system uses matrix and tensor factorization as surrogate models to model the combinatorial pipeline search space. under these models, we develop greedy experiment design protocols to efficiently gather information about a new dataset. experiments on large corpora of real-world classification problems demonstrate the effectiveness of our approach."
Jicong Fan,Jicong Fan,1,http://arxiv.org/abs/2006.04216v1,cs.AI;cs.LG;stat.ML,"efficient automl pipeline search with matrix and tensor factorization. data scientists seeking a good supervised learning model on a new dataset have many choices to make: they must preprocess the data, select features, possibly reduce the dimension, select an estimation algorithm, and choose hyperparameters for each of these pipeline components. with new pipeline components comes a combinatorial explosion in the number of choices! in this work, we design a new automl system to address this challenge: an automated system to design a supervised learning pipeline. our system uses matrix and tensor factorization as surrogate models to model the combinatorial pipeline search space. under these models, we develop greedy experiment design protocols to efficiently gather information about a new dataset. experiments on large corpora of real-world classification problems demonstrate the effectiveness of our approach."
Ziyang Wu,Ziyang Wu,1,http://arxiv.org/abs/2006.04216v1,cs.AI;cs.LG;stat.ML,"efficient automl pipeline search with matrix and tensor factorization. data scientists seeking a good supervised learning model on a new dataset have many choices to make: they must preprocess the data, select features, possibly reduce the dimension, select an estimation algorithm, and choose hyperparameters for each of these pipeline components. with new pipeline components comes a combinatorial explosion in the number of choices! in this work, we design a new automl system to address this challenge: an automated system to design a supervised learning pipeline. our system uses matrix and tensor factorization as surrogate models to model the combinatorial pipeline search space. under these models, we develop greedy experiment design protocols to efficiently gather information about a new dataset. experiments on large corpora of real-world classification problems demonstrate the effectiveness of our approach."
Madeleine Udell,Madeleine Udell,1,http://arxiv.org/abs/2006.04216v1,cs.AI;cs.LG;stat.ML,"efficient automl pipeline search with matrix and tensor factorization. data scientists seeking a good supervised learning model on a new dataset have many choices to make: they must preprocess the data, select features, possibly reduce the dimension, select an estimation algorithm, and choose hyperparameters for each of these pipeline components. with new pipeline components comes a combinatorial explosion in the number of choices! in this work, we design a new automl system to address this challenge: an automated system to design a supervised learning pipeline. our system uses matrix and tensor factorization as surrogate models to model the combinatorial pipeline search space. under these models, we develop greedy experiment design protocols to efficiently gather information about a new dataset. experiments on large corpora of real-world classification problems demonstrate the effectiveness of our approach."
Hiteshi Sharma,Hiteshi Sharma,1,http://arxiv.org/abs/2006.04331v2,cs.AI;cs.LG;stat.ML,"randomized policy learning for continuous state and action mdps. deep reinforcement learning methods have achieved state-of-the-art results in a variety of challenging, high-dimensional domains ranging from video games to locomotion. the key to success has been the use of deep neural networks used to approximate the policy and value function. yet, substantial tuning of weights is required for good results. we instead use randomized function approximation. such networks are not only cheaper than training fully connected networks but also improve the numerical performance. we present randpol, a generalized policy iteration algorithm for mdps with continuous state and action spaces. both the policy and value functions are represented with randomized networks. we also give finite time guarantees on the performance of the algorithm. then we show the numerical performance on challenging environments and compare them with deep neural network based algorithms."
Rahul Jain,Rahul Jain,1,http://arxiv.org/abs/2006.04331v2,cs.AI;cs.LG;stat.ML,"randomized policy learning for continuous state and action mdps. deep reinforcement learning methods have achieved state-of-the-art results in a variety of challenging, high-dimensional domains ranging from video games to locomotion. the key to success has been the use of deep neural networks used to approximate the policy and value function. yet, substantial tuning of weights is required for good results. we instead use randomized function approximation. such networks are not only cheaper than training fully connected networks but also improve the numerical performance. we present randpol, a generalized policy iteration algorithm for mdps with continuous state and action spaces. both the policy and value functions are represented with randomized networks. we also give finite time guarantees on the performance of the algorithm. then we show the numerical performance on challenging environments and compare them with deep neural network based algorithms."
Laura Giordano,Laura Giordano,1,http://arxiv.org/abs/2006.04387v2,cs.AI,"an asp approach for reasoning in a concept-aware multipreferential lightweight dl. in this paper we develop a concept aware multi-preferential semantics for dealing with typicality in description logics, where preferences are associated with concepts, starting from a collection of ranked tboxes containing defeasible concept inclusions. preferences are combined to define a preferential interpretation in which defeasible inclusions can be evaluated. the construction of the concept-aware multipreference semantics is related to brewka's framework for qualitative preferences. we exploit answer set programming (in particular, asprin) to achieve defeasible reasoning under the multipreference approach for the lightweight description logic el+bot. the paper is under consideration for acceptance in tplp."
Daniele Theseider Dupré,Daniele Theseider Dupré,1,http://arxiv.org/abs/2006.04387v2,cs.AI,"an asp approach for reasoning in a concept-aware multipreferential lightweight dl. in this paper we develop a concept aware multi-preferential semantics for dealing with typicality in description logics, where preferences are associated with concepts, starting from a collection of ranked tboxes containing defeasible concept inclusions. preferences are combined to define a preferential interpretation in which defeasible inclusions can be evaluated. the construction of the concept-aware multipreference semantics is related to brewka's framework for qualitative preferences. we exploit answer set programming (in particular, asprin) to achieve defeasible reasoning under the multipreference approach for the lightweight description logic el+bot. the paper is under consideration for acceptance in tplp."
Xiang Li,Xiang Li,1,http://arxiv.org/abs/2006.04435v1,cs.AI;cs.LG;stat.ML,"cast: a correlation-based adaptive spectral clustering algorithm on multi-scale data. we study the problem of applying spectral clustering to cluster multi-scale data, which is data whose clusters are of various sizes and densities. traditional spectral clustering techniques discover clusters by processing a similarity matrix that reflects the proximity of objects. for multi-scale data, distance-based similarity is not effective because objects of a sparse cluster could be far apart while those of a dense cluster have to be sufficiently close. following [16], we solve the problem of spectral clustering on multi-scale data by integrating the concept of objects' ""reachability similarity"" with a given distance-based similarity to derive an objects' coefficient matrix. we propose the algorithm cast that applies trace lasso to regularize the coefficient matrix. we prove that the resulting coefficient matrix has the ""grouping effect"" and that it exhibits ""sparsity"". we show that these two characteristics imply very effective spectral clustering. we evaluate cast and 10 other clustering methods on a wide range of datasets w.r.t. various measures. experimental results show that cast provides excellent performance and is highly robust across test cases of multi-scale data."
Ben Kao,Ben Kao,1,http://arxiv.org/abs/2006.04435v1,cs.AI;cs.LG;stat.ML,"cast: a correlation-based adaptive spectral clustering algorithm on multi-scale data. we study the problem of applying spectral clustering to cluster multi-scale data, which is data whose clusters are of various sizes and densities. traditional spectral clustering techniques discover clusters by processing a similarity matrix that reflects the proximity of objects. for multi-scale data, distance-based similarity is not effective because objects of a sparse cluster could be far apart while those of a dense cluster have to be sufficiently close. following [16], we solve the problem of spectral clustering on multi-scale data by integrating the concept of objects' ""reachability similarity"" with a given distance-based similarity to derive an objects' coefficient matrix. we propose the algorithm cast that applies trace lasso to regularize the coefficient matrix. we prove that the resulting coefficient matrix has the ""grouping effect"" and that it exhibits ""sparsity"". we show that these two characteristics imply very effective spectral clustering. we evaluate cast and 10 other clustering methods on a wide range of datasets w.r.t. various measures. experimental results show that cast provides excellent performance and is highly robust across test cases of multi-scale data."
Caihua Shan,Caihua Shan,1,http://arxiv.org/abs/2006.04435v1,cs.AI;cs.LG;stat.ML,"cast: a correlation-based adaptive spectral clustering algorithm on multi-scale data. we study the problem of applying spectral clustering to cluster multi-scale data, which is data whose clusters are of various sizes and densities. traditional spectral clustering techniques discover clusters by processing a similarity matrix that reflects the proximity of objects. for multi-scale data, distance-based similarity is not effective because objects of a sparse cluster could be far apart while those of a dense cluster have to be sufficiently close. following [16], we solve the problem of spectral clustering on multi-scale data by integrating the concept of objects' ""reachability similarity"" with a given distance-based similarity to derive an objects' coefficient matrix. we propose the algorithm cast that applies trace lasso to regularize the coefficient matrix. we prove that the resulting coefficient matrix has the ""grouping effect"" and that it exhibits ""sparsity"". we show that these two characteristics imply very effective spectral clustering. we evaluate cast and 10 other clustering methods on a wide range of datasets w.r.t. various measures. experimental results show that cast provides excellent performance and is highly robust across test cases of multi-scale data."
Dawei Yin,Dawei Yin,1,http://arxiv.org/abs/2006.04435v1,cs.AI;cs.LG;stat.ML,"cast: a correlation-based adaptive spectral clustering algorithm on multi-scale data. we study the problem of applying spectral clustering to cluster multi-scale data, which is data whose clusters are of various sizes and densities. traditional spectral clustering techniques discover clusters by processing a similarity matrix that reflects the proximity of objects. for multi-scale data, distance-based similarity is not effective because objects of a sparse cluster could be far apart while those of a dense cluster have to be sufficiently close. following [16], we solve the problem of spectral clustering on multi-scale data by integrating the concept of objects' ""reachability similarity"" with a given distance-based similarity to derive an objects' coefficient matrix. we propose the algorithm cast that applies trace lasso to regularize the coefficient matrix. we prove that the resulting coefficient matrix has the ""grouping effect"" and that it exhibits ""sparsity"". we show that these two characteristics imply very effective spectral clustering. we evaluate cast and 10 other clustering methods on a wide range of datasets w.r.t. various measures. experimental results show that cast provides excellent performance and is highly robust across test cases of multi-scale data."
